ElevationAttribute,ElevationUnit,VolumeAttribute,VolumeUnit,VolumeDateTimeStamp,ElevationValue,VolumeValue,ReservoirInflowValue,ReservoirReleaseValue
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-08","4644.65","3924","28.2246","54.9454"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-09","4644.53","3887","34.5692","53.2233"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-10","4644.41","3849","28.0863","47.2446"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-11","4644.32","3822","32.5042","46.1167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-12","4644.23","3794","31.3108","45.4275"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-13","4644.09","3751","23.9325","45.6117"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-14","4643.95","3708","23.4017","45.0808"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-15","4643.86","3680","31.2763","45.3929"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-16","4643.75","3647","27.5683","44.2058"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-17","4643.65","3616","28.8067","44.4358"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-18","4643.55","3585","28.0575","43.6867"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-19","4643.27","3500","1.04708","43.9012"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-20","4643.37","3531","57.8596","42.2304"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-21","4643.31","3512","33.0687","42.6479"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-22","4643.24","3491","31.175","41.7625"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-23","4643.18","3473","32.5121","41.5871"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-24","4643.1","3449","26.4867","38.5867"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-25","4643","3418","19.6417","35.2708"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-26","4642.87","3379","15.0117","34.6742"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-27","4642.77","3349","18.8779","34.0029"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-28","4642.66","3316","17.3225","33.96"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-29","4642.56","3285","17.9596","33.5887"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-09-30","4642.47","3258","19.2929","32.9054"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-01","4642.37","3229","49.4558","64.0767"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-02","4642.28","3202","50.115","63.7275"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-03","4642.19","3175","48.7508","62.3633"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-04","4642.12","3154","51.6467","62.2342"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-05","4642.11","3151","60.4642","61.9767"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-06","4642.29","3205","39.1338","11.9087"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-07","4642.54","3279","36.7083","-0.6"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-08","4642.82","3364","42.2425","-0.611667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-09","4643.08","3442","38.7117","-0.613333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-10","4643.36","3528","42.7542","-0.604167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-11","4643.66","3619","45.2713","-0.607917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-12","4643.94","3705","42.7483","-0.61"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-13","4644.2","3785","39.7204","-0.612917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-14","4644.49","3874","44.2633","-0.6075"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-15","4644.76","3958","41.7508","-0.599167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-16","4644.92","4008","24.6071","-0.60125"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-17","4645.08","4058","24.6112","-0.597083"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-18","4645.25","4111","26.1254","-0.595417"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-19","4645.51","4192","40.2321","-0.605417"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-20","4645.74","4265","36.1963","-0.607917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-21","4646","4347","40.7367","-0.605"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-22","4646.26","4430","41.8458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-23","4646.56","4525","47.8958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-24","4646.98","4660","67.4342","-0.628333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-25","4647.64","4873","107.387","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-26","4648.03","4999","62.8833","-0.641667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-27","4648.38","5114","57.33","-0.649167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-28","4648.68","5213","49.2679","-0.644583"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-29","4648.96","5305","45.7442","-0.639167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-30","4649.27","5408","51.2975","-0.631667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-10-31","4649.59","5514","52.8083","-0.633333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-01","4649.89","5615","50.2892","-0.631667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-02","4650.17","5709","46.7667","-0.625"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-03","4650.42","5793","41.7225","-0.6275"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-04","4650.66","5875","40.7238","-0.617917"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-05","4650.9","5956","40.2204","-0.617083"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-06","4651.11","6028","35.68","-0.62"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-07","4651.36","6113","42.2383","-0.615833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-08","4651.77","6254","70.4662","-0.62125"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-09","4652.07","6358","51.7908","-0.6425"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-10","4652.34","6452","46.7379","-0.65375"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-11","4652.62","6549","48.2508","-0.653333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-12","4652.86","6633","41.7","-0.65"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-13","4653.15","6736","51.2779","-0.65125"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-14","4653.41","6828","45.7271","-0.65625"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-15","4653.62","6902","37.3083","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-16","4653.93","7013","55.9625","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-17","4654.2","7109","48.4","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-18","4654.34","7160","25.7125","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-19","4654.57","7243","41.8458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-20","4655.01","7403","80.6667","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-21","4655.34","7524","61.0042","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-22","4655.64","7634","55.4583","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-23","4656.06","7789","78.1458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-24","4656.52","7961","86.7167","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-25","4656.81","8070","54.9542","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-26","4657.08","8172","51.425","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-27","4657.26","8240","34.2833","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-28","4657.45","8312","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-29","4657.88","8477","83.1875","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-11-30","4658.05","8542","32.7708","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-01","4658.22","8607","32.7708","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-02","4658.38","8669","31.2583","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-03","4658.58","8747","39.325","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-04","4658.84","8848","50.9208","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-05","4659.12","8957","54.9542","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-06","4659.37","9055","49.4083","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-07","4659.67","9174","59.9958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-08","4659.93","9276","51.425","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-09","4660.14","9360","89.35","47"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-10","4660.42","9471","108.963","53"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-11","4660.74","9600","119.037","54"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-12","4660.98","9696","101.4","53"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-13","4661.26","9809","111.971","55"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-14","4661.54","9923","113.475","56"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-15","4661.95","10090","151.196","67"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-16","4662.21","10196","130.442","77"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-17","4662.23","10204","84.0333","80"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-18","4662.23","10204","80","80"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-19","4662.65","10378","222.725","135"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-20","4663.5","10731","381.971","204"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-21","4663.29","10644","145.137","189"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-22","4663.08","10556","128.633","173"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-23","4662.93","10494","129.742","161"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-24","4662.82","10448","127.808","151"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-25","4662.74","10415","126.363","143"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-26","4662.67","10386","121.379","136"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-27","4662.6","10357","114.379","129"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-28","4662.56","10340","115.429","124"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-29","4662.61","10361","140.587","130"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-30","4662.7","10398","157.654","139"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2010-12-31","4662.85","10460","185.258","154"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-01","4662.87","10469","160.538","156"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-02","4662.78","10431","127.842","147"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-03","4662.9","10481","183.208","158"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-04","4662.92","10489","164.033","160"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-05","4662.84","10456","136.363","153"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-06","4662.87","10469","161.554","155"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-07","4662.89","10477","161.033","157"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-08","4662.78","10431","123.808","147"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-09","4662.94","10498","194.779","161"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-10","4662.84","10456","131.825","153"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-11","4662.97","10510","191.225","164"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-12","4662.83","10452","122.758","152"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-13","4662.75","10419","128.363","145"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-14","4662.69","10394","126.396","139"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-15","4662.64","10373","123.412","134"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-16","4662.57","10344","111.379","126"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-17","4663.18","10598","309.058","181"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-18","4663.26","10631","203.637","187"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-19","4663.27","10635","190.017","188"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-20","4663.18","10598","162.346","181"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-21","4663.02","10531","135.221","169"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-22","4662.96","10506","151.396","164"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-23","4662.89","10477","143.379","158"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-24","4662.81","10444","133.363","150"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-25","4662.76","10423","134.413","145"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-26","4662.73","10411","136.95","143"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-27","4662.7","10398","133.446","140"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-28","4662.69","10394","136.983","139"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-29","4662.67","10386","132.967","137"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-30","4662.63","10369","124.429","133"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-01-31","4662.68","10390","148.587","138"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-01","4662.88","10473","198.846","157"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-02","4662.87","10469","154.983","157"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-03","4662.81","10444","137.396","150"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-04","4662.75","10419","132.396","145"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-05","4662.7","10398","129.413","140"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-06","4662.67","10386","130.95","137"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-07","4662.68","10390","140.017","138"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-08","4662.76","10423","162.637","146"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-09","4662.77","10427","149.017","147"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2011-02-10","4662.74","10415","137.95","144"
